year,program,artist,appearances,song,tags,type,origin,associated_acts
2017,ベストアーティスト,平井堅,,,"J-POP, R&B, シンガーソングライター",maleソロ,Higashiōsaka,
2017,ベストアーティスト,星野源,,,"J-POP, R&B, シンガーソングライター, ダンス",maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2017,ベストアーティスト,梅沢富美男,,,演歌,maleソロ,Fukushima,
2017,ベストアーティスト,欅坂46,,,"J-POP, アイドル",Group,,Sony Music Entertainment秋元康（プロデューサー）
2017,ベストアーティスト,荻野目洋子,,,"J-POP, アイドル, 歌謡曲, 演歌",femaleソロ,Kashiwa,
2017,ベストアーティスト,関ジャニ∞,,,"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,
2017,ミュージックステーションスーパーライブ,AKB48,,,"J-POP, アイドル",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2017,ミュージックステーションスーパーライブ,BTS,,,"J-POP, K-POP, バンド",Group,Seoul,HYBEパン・シヒョクPdogg
2017,ミュージックステーションスーパーライブ,DAOKO,,,"J-POP, R&B, アニメ, ヒップホップ, ロック",femaleソロ,Tokyo,QUBIT
2017,ミュージックステーションスーパーライブ,DEAN FUJIOKA,,,"J-POP, アニメ, バンド, ロック",maleソロ,Steubenville,
2017,ミュージックステーションスーパーライブ,E-girls,,,"J-POP, シンガーソングライター, ロック",Group,New Jersey,
2017,ミュージックステーションスーパーライブ,EXILE THE SECOND,,,"J-POP, R&B",Group,,
2017,ミュージックステーションスーパーライブ,GENERATIONS,,,"J-POP, アニメ, エレクトロニック, ロック",maleソロ,Kōchi,
2017,ミュージックステーションスーパーライブ,Hey! Say! JUMP,,,J-POP,Group,,
2017,ミュージックステーションスーパーライブ,KinKi Kids,,,J-POP,Group,,プロデューサー山下達郎吉田拓郎藤島ジュリー景子堂島孝平コンサートマスター吉田建
2017,ミュージックステーションスーパーライブ,Kis-My-Ft2,,,"J-POP, バンド",Group,Tokyo,
2017,ミュージックステーションスーパーライブ,LUNA SEA,,,ロック,Group,Kanagawa,
2017,ミュージックステーションスーパーライブ,Little Glee Monster,,,"J-POP, アニメ",Group,,
2017,ミュージックステーションスーパーライブ,NEWS,,,"J-POP, バンド",Group,Tokyo,
2017,ミュージックステーションスーパーライブ,Perfume,,,"J-POP, ダンス",Group,Minami-ku,中田ヤスタカMIKIKO
2017,ミュージックステーションスーパーライブ,SHISHAMO,,,"J-POP, ロック",Group,Kawasaki,
2017,ミュージックステーションスーパーライブ,Sexy Zone,,,"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,
2017,ミュージックステーションスーパーライブ,TOKIO,,,J-POP,Group,,
2017,ミュージックステーションスーパーライブ,TWICE,,,"J-POP, K-POP, R&B, エレクトロニック, ダンス",Group,Seoul,
2017,ミュージックステーションスーパーライブ,WANIMA,,,"J-POP, ロック",Group,Tokyo,
2017,ミュージックステーションスーパーライブ,X JAPAN,,,"J-POP, ロック",Group,Tateyama,津田直士
2017,ミュージックステーションスーパーライブ,aiko,,,"J-POP, シンガーソングライター",femaleソロ,Suita,島田昌典OSTER projectトオミヨウ
2017,ミュージックステーションスーパーライブ,back number,,,"J-POP, ロック",Group,Gunma,
2017,ミュージックステーションスーパーライブ,ゆず,,,"J-POP, アニメ, ロック",Group,Yokohama,
2017,ミュージックステーションスーパーライブ,ゲスの極み乙女。,,,"J-POP, ロック",Group,Tokyo,
2017,ミュージックステーションスーパーライブ,ゴールデンボンバー,,,"J-POP, ロック",Group,,tatsuo（everset）
2017,ミュージックステーションスーパーライブ,ジャニーズWEST,,,"エレクトロニック, ロック",maleソロ,Kōchi,
2017,ミュージックステーションスーパーライブ,スチャダラパー,,,ヒップホップ,Group,,
2017,ミュージックステーションスーパーライブ,三代目 J Soul Brothers,,,"J-POP, ダンス",Group,Japan,HIRO
2017,ミュージックステーションスーパーライブ,三浦大知,,,"J-POP, シンガーソングライター",maleソロ,Okinawa,KREVAFolder
2017,ミュージックステーションスーパーライブ,乃木坂46,,,"J-POP, アイドル, 歌謡曲",Group,Minato,Sony Music Entertainment秋元康
2017,ミュージックステーションスーパーライブ,亀と山P,,,J-POP,Group,,
2017,ミュージックステーションスーパーライブ,倉木麻衣,,,"J-POP, R&B, アニメ",femaleソロ,Funabashi,
2017,ミュージックステーションスーパーライブ,小沢健二,,,"J-POP, R&B, シンガーソングライター, 歌謡曲",maleソロ,Sagamihara,
2017,ミュージックステーションスーパーライブ,岡崎体育,,,"J-POP, アニメ",maleソロ,Nishinomiya,
2017,ミュージックステーションスーパーライブ,嵐,,,"J-POP, ダンス, バンド",Group,Honolulu,
2017,ミュージックステーションスーパーライブ,平井堅,,,"J-POP, R&B, シンガーソングライター",maleソロ,Higashiōsaka,
2017,ミュージックステーションスーパーライブ,星野源,,,"J-POP, R&B, シンガーソングライター, ダンス",maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2017,ミュージックステーションスーパーライブ,椎名林檎と松崎ナオ,,,"シンガーソングライター, ロック",femaleソロ,Fukuoka,
2017,ミュージックステーションスーパーライブ,欅坂46,,,"J-POP, アイドル",Group,,Sony Music Entertainment秋元康（プロデューサー）
2017,ミュージックステーションスーパーライブ,福山雅治,,,"J-POP, シンガーソングライター, 歌謡曲",maleソロ,Nagasaki,井上鑑KOH+
2017,ミュージックステーションスーパーライブ,西野カナ,,,"J-POP, シンガーソングライター",femaleソロ,Matsusaka,GIORGIO 13 CANCEMIDJ Mass MAD Izm*山口隆志
2017,ミュージックステーションスーパーライブ,関ジャニ∞,,,"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,
2017,ミュージックステーションスーパーライブ,高橋優,,,,ソロ,,箭内道彦[2]メガネツインズ
2018,NHK紅白歌合戦,AKB48,11.0,恋するフォーチュンクッキー,"J-POP, アイドル",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2018,NHK紅白歌合戦,Aqours,1.0,君のこころは輝いてるかい?,"J-POP, アニメ",Group,Japan,畑亜貴（作詞）
2018,NHK紅白歌合戦,DA PUMP,6.0,U.S.A.,"J-POP, R&B, アニメ, ダンス, バンド, 歌謡曲",Group,Okinawa,m.c.A・T今井大介SASAShungo.
2018,NHK紅白歌合戦,DAOKO,1.0,打上花火,"J-POP, R&B, アニメ, ヒップホップ, ロック",femaleソロ,Tokyo,QUBIT
2018,NHK紅白歌合戦,EXILE,12.0,EXILE紅白スペシャル2018[• 15],"J-POP, R&B, ダンス",Group,,
2018,NHK紅白歌合戦,Hey! Say! JUMP,2.0,Ultra Music Power 〜Hey! Say! 紅白スペシャルver.〜,J-POP,Group,,
2018,NHK紅白歌合戦,Little Glee Monster,2.0,世界はあなたに笑いかけている,"J-POP, アニメ",Group,,
2018,NHK紅白歌合戦,MISIA,3.0,アイノカタチ 2018[• 21],"J-POP, R&B",femaleソロ,Tsushima,鷺巣詩郎黒田卓也エリカ・バドゥマーカス・ミラーなど
2018,NHK紅白歌合戦,Perfume,11.0,Future Pop 紅白SP[• 12][• 13],"J-POP, ダンス",Group,Minami-ku,中田ヤスタカMIKIKO
2018,NHK紅白歌合戦,SEKAI NO OWARI,5.0,サザンカ,"J-POP, アニメ, ロック",Group,Tokyo,CHRYSANTHEMUM BRIDGE小林武史
2018,NHK紅白歌合戦,Sexy Zone,6.0,カラクリだらけのテンダネス〜2018紅白ver.〜,"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,
2018,NHK紅白歌合戦,Suchmos,1.0,VOLT-AGE,"J-POP, R&B, ロック",Group,,
2018,NHK紅白歌合戦,Superfly,3.0,Gifts,"J-POP, ロック",Group,,蔦谷好位置多保孝一松岡モトキ
2018,NHK紅白歌合戦,TWICE,2.0,紅白メドレー2018[• 14],"J-POP, K-POP, R&B, エレクトロニック, ダンス",Group,Seoul,
2018,NHK紅白歌合戦,aiko,13.0,カブトムシ,"J-POP, シンガーソングライター",femaleソロ,Suita,島田昌典OSTER projectトオミヨウ
2018,NHK紅白歌合戦,あいみょん,1.0,マリーゴールド,"J-POP, シンガーソングライター",femaleソロ,Nishinomiya,
2018,NHK紅白歌合戦,いきものがかり,10.0,じょいふる,"J-POP, ロック",Group,Kanagawa,本間昭光亀田誠治島田昌典江口亮
2018,NHK紅白歌合戦,ゆず,9.0,うたエール,"J-POP, アニメ, ロック",Group,Yokohama,
2018,NHK紅白歌合戦,サザンオールスターズ,5.0,希望の轍,ロック,Group,Shibuya,高垣健新田一郎八木正生藤井丈司小林武史島健斎藤誠片山敦夫山本拓夫曽我淳一角谷仁宣金原千恵子包国充南谷成功[8]小倉博和[9]
2018,NHK紅白歌合戦,サザンオールスターズ,5.0,勝手にシンドバッド,ロック,Group,Shibuya,高垣健新田一郎八木正生藤井丈司小林武史島健斎藤誠片山敦夫山本拓夫曽我淳一角谷仁宣金原千恵子包国充南谷成功[8]小倉博和[9]
2018,NHK紅白歌合戦,三代目 J Soul Brothers,7.0,R.Y.U.S.E.I.,"J-POP, ダンス",Group,Japan,HIRO
2018,NHK紅白歌合戦,三山ひろし,4.0,いごっそ魂〜けん玉世界記録への道、再び〜,"歌謡曲, 演歌",maleソロ,Nankoku,
2018,NHK紅白歌合戦,三浦大知,2.0,Be Myself 〜紅白スペシャル〜,"J-POP, シンガーソングライター",maleソロ,Okinawa,KREVAFolder
2018,NHK紅白歌合戦,丘みどり,2.0,鳰の湖,"歌謡曲, 演歌",femaleソロ,Himeji,
2018,NHK紅白歌合戦,乃木坂46,4.0,帰り道は遠回りしたくなる,"J-POP, アイドル, 歌謡曲",Group,Minato,Sony Music Entertainment秋元康
2018,NHK紅白歌合戦,五木ひろし,48.0,VIVA・LA・VIDA! 〜生きてるっていいね!〜,"歌謡曲, 演歌",maleソロ,Kyoto,
2018,NHK紅白歌合戦,刀剣男士,1.0,刀剣乱舞 〜出陣! 紅白歌合戦〜,,Group,,
2018,NHK紅白歌合戦,北島三郎,51.0,まつり,"歌謡曲, 演歌",maleソロ,Shiriuchi,
2018,NHK紅白歌合戦,北島兄弟,1.0,ブラザー,"歌謡曲, 演歌",Group,Japan,
2018,NHK紅白歌合戦,坂本冬美,30.0,夜桜お七,"J-POP, 歌謡曲, 演歌",femaleソロ,Kamitonda,
2018,NHK紅白歌合戦,天童よしみ,23.0,ソーラン祭り節2018〜どさんこver.〜,"歌謡曲, 演歌",femaleソロ,Tanabe,
2018,NHK紅白歌合戦,宮本浩次,1.0,獣ゆく細道,"シンガーソングライター, 歌謡曲",maleソロ,Kita,
2018,NHK紅白歌合戦,山内惠介,4.0,さらせ冬の嵐〜刀剣男士コラボスペシャル〜,演歌,maleソロ,Itoshima,
2018,NHK紅白歌合戦,島津亜矢,5.0,時代,"J-POP, 歌謡曲, 演歌",femaleソロ,Kita-ku,
2018,NHK紅白歌合戦,嵐,10.0,嵐×紅白スペシャルメドレー[• 22],"J-POP, ダンス, バンド",Group,Honolulu,
2018,NHK紅白歌合戦,星野源,4.0,アイデア,"J-POP, R&B, シンガーソングライター, ダンス",maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2018,NHK紅白歌合戦,松任谷由実,3.0,私が好きなユーミンのうた〜紅白スペシャル〜[• 18],"J-POP, シンガーソングライター, ロック, 歌謡曲, 演歌",femaleソロ,Hachiōji,かまやつひろし村井邦彦川添象郎ティン・パン・アレー松任谷正隆
2018,NHK紅白歌合戦,松田聖子,22.0,SEIKO DREAM MEDLEY 2018[• 16],"J-POP, アイドル, ダンス, 歌謡曲, 演歌",femaleソロ,Kurume,"若松宗雄（1980年 - 1989年, 2000年 - 2003年）大村雅朗（1980年 - 1989年）[4]松本隆（1981年 - 1988年, 1999年, 2015年）小倉良（1992年 - 1998年, 2000年, 2002年, 2005年 - 2015年）原田真二（2000年 - 2004年）"
2018,NHK紅白歌合戦,椎名林檎,6.0,獣ゆく細道,"シンガーソングライター, ロック",femaleソロ,Fukuoka,東京事変亀田誠治斎藤ネコ井上雨迩中山信彦村田陽一児玉裕一
2018,NHK紅白歌合戦,欅坂46,3.0,ガラスを割れ!,"J-POP, アイドル",Group,,Sony Music Entertainment秋元康（プロデューサー）
2018,NHK紅白歌合戦,水森かおり,16.0,水に咲く花・支笏湖へ〜イリュージョンスペシャル〜,"歌謡曲, 演歌",femaleソロ,Kita,
2018,NHK紅白歌合戦,氷川きよし,19.0,勝負の花道〜世界に響く和太鼓SP〜,"J-POP, アニメ, 歌謡曲, 演歌",maleソロ,Minami-ku,
2018,NHK紅白歌合戦,石川さゆり,41.0,天城越え,"J-POP, 歌謡曲, 演歌",femaleソロ,Kumamoto,
2018,NHK紅白歌合戦,福山雅治,11.0,2018スペシャルメドレー[• 9][• 10],"J-POP, シンガーソングライター, 歌謡曲",maleソロ,Nagasaki,井上鑑KOH+
2018,NHK紅白歌合戦,米津玄師,1.0,Lemon[• 19],"J-POP, R&B, シンガーソングライター, ロック",maleソロ,Tokushima,蔦谷好位置（2014年 - 2017年）坂東祐大（2019年 - 2023年） ほか
2018,NHK紅白歌合戦,純烈,1.0,プロポーズ,"歌謡曲, 演歌",Group,Japan,
2018,NHK紅白歌合戦,西野カナ,9.0,トリセツ,"J-POP, シンガーソングライター",femaleソロ,Matsusaka,GIORGIO 13 CANCEMIDJ Mass MAD Izm*山口隆志
2018,NHK紅白歌合戦,郷ひろみ,31.0,GOLDFINGER '99〜GO! GO! 2018〜,"J-POP, R&B, アイドル, 歌謡曲, 演歌",maleソロ,Sue,酒井政利筒美京平萩田光雄井上鑑坂本龍一大村雅朗唐木裕史
2018,NHK紅白歌合戦,関ジャニ∞,7.0,ここに,"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,
2018,NHK紅白歌合戦,nan,0.0,夢のキッズショー〜平成、その先へ〜[• 1],"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,
2018,ベストアーティスト,AKB48,,,"J-POP, アイドル",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2018,ベストアーティスト,B.B.クィーンズ,,,"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,織田哲郎（作曲・編曲・ギター）葉山たけし（編曲・ギター）長戸大幸（作詞・プロデュース）
2018,ベストアーティスト,DA PUMP,,,"J-POP, R&B, アニメ, ダンス, バンド, 歌謡曲",Group,Okinawa,m.c.A・T今井大介SASAShungo.
2018,ベストアーティスト,E-girls,,,"J-POP, シンガーソングライター, ロック",Group,New Jersey,
2018,ベストアーティスト,EXILE,,,"J-POP, R&B, ダンス",Group,,
2018,ベストアーティスト,GENERATIONS from EXILE TRIBE,,,"J-POP, アニメ",Group,Japan,
2018,ベストアーティスト,Hey! Say! JUMP,,,J-POP,Group,,
2018,ベストアーティスト,KAT-TUN,,,"J-POP, バンド",Group,,
2018,ベストアーティスト,Kiroro,,,"J-POP, 歌謡曲",Group,Yomitan,
2018,ベストアーティスト,NEWS,,,"J-POP, バンド",Group,Tokyo,
2018,ベストアーティスト,Perfume,,,"J-POP, ダンス",Group,Minami-ku,中田ヤスタカMIKIKO
2018,ベストアーティスト,Sexy Zone,,,"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,
2018,ベストアーティスト,Superfly,,,"J-POP, ロック",Group,,蔦谷好位置多保孝一松岡モトキ
2018,ベストアーティスト,WANIMA,,,"J-POP, ロック",Group,Tokyo,
2018,ベストアーティスト,キアラ・セトル,,,"エレクトロニック, ロック",maleソロ,Kōchi,
2018,ベストアーティスト,コブクロ,,,J-POP,Group,,
2018,ベストアーティスト,ゴールデンボンバー,,,"J-POP, ロック",Group,,tatsuo（everset）
2018,ベストアーティスト,ジャニーズWEST,,,"エレクトロニック, ロック",maleソロ,Kōchi,
2018,ベストアーティスト,ポルノグラフィティ,,,"J-POP, ロック",Group,,田村充義
2018,ベストアーティスト,乃木坂46,,,"J-POP, アイドル, 歌謡曲",Group,Minato,Sony Music Entertainment秋元康
2018,ベストアーティスト,嵐,,,"J-POP, ダンス, バンド",Group,Honolulu,
2018,ベストアーティスト,嶋大輔,,,歌謡曲,maleソロ,Japan,
2018,ベストアーティスト,平井堅,,,"J-POP, R&B, シンガーソングライター",maleソロ,Higashiōsaka,
2018,ベストアーティスト,星野源,,,"J-POP, R&B, シンガーソングライター, ダンス",maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2018,ベストアーティスト,欅坂46,,,"J-POP, アイドル",Group,,Sony Music Entertainment秋元康（プロデューサー）
2018,ベストアーティスト,西野カナ,,,"J-POP, シンガーソングライター",femaleソロ,Matsusaka,GIORGIO 13 CANCEMIDJ Mass MAD Izm*山口隆志
2018,ベストアーティスト,高橋洋子,,,"J-POP, アニメ, シンガーソングライター",femaleソロ,Tokyo,大森俊之
2018,ミュージックステーションスーパーライブ,AAA,,,J-POP,Group,Japan,
2018,ミュージックステーションスーパーライブ,AKB48,,,"J-POP, アイドル",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2018,ミュージックステーションスーパーライブ,Boyz II Men,,,"J-POP, R&B",Group,Philadelphia,
2018,ミュージックステーションスーパーライブ,CHEMISTRY,,,"J-POP, R&B, アニメ",Group,,
2018,ミュージックステーションスーパーライブ,DA PUMP,,,"J-POP, R&B, アニメ, ダンス, バンド, 歌謡曲",Group,Okinawa,m.c.A・T今井大介SASAShungo.
2018,ミュージックステーションスーパーライブ,E-girls,,,"J-POP, シンガーソングライター, ロック",Group,New Jersey,
2018,ミュージックステーションスーパーライブ,EXILE,,,"J-POP, R&B, ダンス",Group,,
2018,ミュージックステーションスーパーライブ,EXILE ATSUSHI,,,"J-POP, R&B",maleソロ,Koshigaya,EXILECOLORRED DIAMOND DOGS
2018,ミュージックステーションスーパーライブ,GENERATIONS,,,"J-POP, アニメ, エレクトロニック, ロック",maleソロ,Kōchi,
2018,ミュージックステーションスーパーライブ,Hey! Say! JUMP,,,J-POP,Group,,
2018,ミュージックステーションスーパーライブ,KAT-TUN,,,"J-POP, バンド",Group,,
2018,ミュージックステーションスーパーライブ,KICK THE CAN CREW,,,"J-POP, ヒップホップ",Group,Japan,
2018,ミュージックステーションスーパーライブ,KinKi Kids,,,J-POP,Group,,プロデューサー山下達郎吉田拓郎藤島ジュリー景子堂島孝平コンサートマスター吉田建
2018,ミュージックステーションスーパーライブ,Kis-My-Ft2,,,"J-POP, バンド",Group,Tokyo,
2018,ミュージックステーションスーパーライブ,Little Glee Monster,,,"J-POP, アニメ",Group,,
2018,ミュージックステーションスーパーライブ,May J.,,,"J-POP, R&B, シンガーソングライター",femaleソロ,Yate,
2018,ミュージックステーションスーパーライブ,NEWS,,,"J-POP, バンド",Group,Tokyo,
2018,ミュージックステーションスーパーライブ,Perfume,,,"J-POP, ダンス",Group,Minami-ku,中田ヤスタカMIKIKO
2018,ミュージックステーションスーパーライブ,SEKAI NO OWARI,,,"J-POP, アニメ, ロック",Group,Tokyo,CHRYSANTHEMUM BRIDGE小林武史
2018,ミュージックステーションスーパーライブ,Sexy Zone,,,"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,
2018,ミュージックステーションスーパーライブ,TWICE,,,"J-POP, K-POP, R&B, エレクトロニック, ダンス",Group,Seoul,
2018,ミュージックステーションスーパーライブ,WANIMA,,,"J-POP, ロック",Group,Tokyo,
2018,ミュージックステーションスーパーライブ,aiko,,,"J-POP, シンガーソングライター",femaleソロ,Suita,島田昌典OSTER projectトオミヨウ
2018,ミュージックステーションスーパーライブ,あいみょん,,,"J-POP, シンガーソングライター",femaleソロ,Nishinomiya,
2018,ミュージックステーションスーパーライブ,ゆず,,,"J-POP, アニメ, ロック",Group,Yokohama,
2018,ミュージックステーションスーパーライブ,コブクロ,,,J-POP,Group,,
2018,ミュージックステーションスーパーライブ,ゴールデンボンバー,,,"J-POP, ロック",Group,,tatsuo（everset）
2018,ミュージックステーションスーパーライブ,ジャニーズWEST,,,"エレクトロニック, ロック",maleソロ,Kōchi,
2018,ミュージックステーションスーパーライブ,スガシカオ,,,"J-POP, シンガーソングライター, ロック",maleソロ,Tokyo,kōkua
2018,ミュージックステーションスーパーライブ,スキマスイッチ,,,J-POP,Group,,
2018,ミュージックステーションスーパーライブ,ポルノグラフィティ,,,"J-POP, ロック",Group,,田村充義
2018,ミュージックステーションスーパーライブ,三代目 J Soul Brothers,,,"J-POP, ダンス",Group,Japan,HIRO
2018,ミュージックステーションスーパーライブ,三浦大知,,,"J-POP, シンガーソングライター",maleソロ,Okinawa,KREVAFolder
2018,ミュージックステーションスーパーライブ,乃木坂46,,,"J-POP, アイドル, 歌謡曲",Group,Minato,Sony Music Entertainment秋元康
2018,ミュージックステーションスーパーライブ,和楽器バンド,,,ロック,Group,Japan,
2018,ミュージックステーションスーパーライブ,嵐,,,"J-POP, ダンス, バンド",Group,Honolulu,
2018,ミュージックステーションスーパーライブ,広瀬香美,,,"J-POP, シンガーソングライター",femaleソロ,Wakayama,田村充義
2018,ミュージックステーションスーパーライブ,星野源,,,"J-POP, R&B, シンガーソングライター, ダンス",maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2018,ミュージックステーションスーパーライブ,欅坂46,,,"J-POP, アイドル",Group,,Sony Music Entertainment秋元康（プロデューサー）
2018,ミュージックステーションスーパーライブ,武田真治,,,,maleソロ,Nagoya,
2018,ミュージックステーションスーパーライブ,菅田将暉,,,"J-POP, シンガーソングライター",maleソロ,Minoh,
2018,ミュージックステーションスーパーライブ,西野カナ,,,"J-POP, シンガーソングライター",femaleソロ,Matsusaka,GIORGIO 13 CANCEMIDJ Mass MAD Izm*山口隆志
2018,ミュージックステーションスーパーライブ,関ジャニ∞,,,"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,
2018,ミュージックステーションスーパーライブ,青山テルマ,,,"J-POP, R&B",femaleソロ,Yamatotakada,
2019,NHK紅白歌合戦,AI美空ひばり,0.0,あれから,演歌,femaleソロ,Isogo-ku,
2019,NHK紅白歌合戦,AKB48,12.0,恋するフォーチュンクッキー〜紅白世界選抜SP〜,"J-POP, アイドル",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2019,NHK紅白歌合戦,DA PUMP,7.0,DA PUMP 〜ONE TEAMメドレー〜[• 7],"J-POP, R&B, アニメ, ダンス, バンド, 歌謡曲",Group,Okinawa,m.c.A・T今井大介SASAShungo.
2019,NHK紅白歌合戦,Foorin,1.0,パプリカ -紅白スペシャルバージョン-,"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,
2019,NHK紅白歌合戦,GENERATIONS,1.0,EXPerience Greatness,"J-POP, アニメ, エレクトロニック, ロック",maleソロ,Kōchi,
2019,NHK紅白歌合戦,Hey! Say! JUMP,3.0,上を向いて歩こう 〜令和スペシャルバージョン〜,J-POP,Group,,
2019,NHK紅白歌合戦,King Gnu,1.0,白日,"J-POP, アニメ, ロック",maleソロ,Portland,
2019,NHK紅白歌合戦,Kis-My-Ft2,1.0,Everybody Go,"J-POP, バンド",Group,Tokyo,
2019,NHK紅白歌合戦,LiSA,1.0,紅蓮華,"J-POP, アニメ, ロック",femaleソロ,Seki,
2019,NHK紅白歌合戦,Little Glee Monster,3.0,ECHO,"J-POP, アニメ",Group,,
2019,NHK紅白歌合戦,MISIA,4.0,アイノカタチメドレー[• 29],"J-POP, R&B",femaleソロ,Tsushima,鷺巣詩郎黒田卓也エリカ・バドゥマーカス・ミラーなど
2019,NHK紅白歌合戦,Official髭男dism,1.0,Pretender,"J-POP, ロック",Group,Shimane,
2019,NHK紅白歌合戦,Perfume,12.0,FUSION -紅白Ver.-[• 18],"J-POP, ダンス",Group,Minami-ku,中田ヤスタカMIKIKO
2019,NHK紅白歌合戦,RADWIMPS,2.0,天気の子 紅白スペシャル[• 21],"J-POP, アニメ, ロック",Group,Yokohama,
2019,NHK紅白歌合戦,Superfly,4.0,フレア,"J-POP, ロック",Group,,蔦谷好位置多保孝一松岡モトキ
2019,NHK紅白歌合戦,TWICE,3.0,Let's Dance Medley 2019[• 6],"J-POP, K-POP, R&B, エレクトロニック, ダンス",Group,Seoul,
2019,NHK紅白歌合戦,aiko,14.0,花火,"J-POP, シンガーソングライター",femaleソロ,Suita,島田昌典OSTER projectトオミヨウ
2019,NHK紅白歌合戦,いきものがかり,11.0,風が吹いている,"J-POP, ロック",Group,Kanagawa,本間昭光亀田誠治島田昌典江口亮
2019,NHK紅白歌合戦,おしりたんてい,0.0,ププッとフムッとかいけつダンス,"エレクトロニック, ロック",maleソロ,Kōchi,
2019,NHK紅白歌合戦,ゆず,10.0,紅白SPメドレー 2019-2020[• 24],"J-POP, アニメ, ロック",Group,Yokohama,
2019,NHK紅白歌合戦,ジャニーズJr.,0.0,Let's Go to 2020 Tokyo,"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,
2019,NHK紅白歌合戦,ダイアモンド☆ユカイ,0.0,君はともだち,ロック,maleソロ,Saitama,RED WARRIORS
2019,NHK紅白歌合戦,ビートたけし,1.0,浅草キッド,,maleソロ,Adachi,
2019,NHK紅白歌合戦,三山ひろし,5.0,望郷山河 〜第3回 けん玉世界記録への道〜,"歌謡曲, 演歌",maleソロ,Nankoku,
2019,NHK紅白歌合戦,三浦大知,3.0,Blizzard,"J-POP, シンガーソングライター",maleソロ,Okinawa,KREVAFolder
2019,NHK紅白歌合戦,丘みどり,3.0,紙の鶴,"歌謡曲, 演歌",femaleソロ,Himeji,
2019,NHK紅白歌合戦,中元みずき,0.0,イントゥ・ジ・アンノウン〜心のままに,J-POP,maleソロ,Tokyo,
2019,NHK紅白歌合戦,乃木坂46,5.0,シンクロニシティ,"J-POP, アイドル, 歌謡曲",Group,Minato,Sony Music Entertainment秋元康
2019,NHK紅白歌合戦,五木ひろし,49.0,VIVA LA VIDA! 〜生きてるっていいね!〜,"歌謡曲, 演歌",maleソロ,Kyoto,
2019,NHK紅白歌合戦,坂本冬美,31.0,祝い酒 〜祝!令和バージョン〜,"J-POP, 歌謡曲, 演歌",femaleソロ,Kamitonda,
2019,NHK紅白歌合戦,天童よしみ,24.0,大阪恋時雨,"歌謡曲, 演歌",femaleソロ,Tanabe,
2019,NHK紅白歌合戦,山内惠介,5.0,唇スカーレット,演歌,maleソロ,Itoshima,
2019,NHK紅白歌合戦,島津亜矢,6.0,糸,"J-POP, 歌謡曲, 演歌",femaleソロ,Kita-ku,
2019,NHK紅白歌合戦,嵐,11.0,嵐×紅白スペシャルメドレー[• 30],"J-POP, ダンス, バンド",Group,Honolulu,
2019,NHK紅白歌合戦,嵐,0.0,カイト,"J-POP, ダンス, バンド",Group,Honolulu,
2019,NHK紅白歌合戦,日向坂46,1.0,キュン,"J-POP, アイドル",Group,Japan,Sony Music Entertainment秋元康
2019,NHK紅白歌合戦,星野源,5.0,Same Thing,"J-POP, R&B, シンガーソングライター, ダンス",maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2019,NHK紅白歌合戦,松任谷由実,4.0,ノーサイド,"J-POP, シンガーソングライター, ロック, 歌謡曲, 演歌",femaleソロ,Hachiōji,かまやつひろし村井邦彦川添象郎ティン・パン・アレー松任谷正隆
2019,NHK紅白歌合戦,松田聖子,23.0,Seiko Best Song Medley[• 28],"J-POP, アイドル, ダンス, 歌謡曲, 演歌",femaleソロ,Kurume,"若松宗雄（1980年 - 1989年, 2000年 - 2003年）大村雅朗（1980年 - 1989年）[4]松本隆（1981年 - 1988年, 1999年, 2015年）小倉良（1992年 - 1998年, 2000年, 2002年, 2005年 - 2015年）原田真二（2000年 - 2004年）"
