year,program,artist,appearances,song,tags,type,origin,associated_acts
2017,ベストアーティスト,梅沢富美男,,,"enka, likedis auto",maleソロ,Fukushima,
2017,ベストアーティスト,欅坂46,,,"j-pop, female vocalists, idol, group, japan, keyakizaka46, girls group, japanese idol, 46, sakamichi",Group,,Sony Music Entertainment秋元康（プロデューサー）
2017,ベストアーティスト,荻野目洋子,,,"city pop, kayokyoku, j-pop, enka",femaleソロ,Kashiwa,
2017,ベストアーティスト,関ジャニ∞,,,"rock, electronic, soundtrack, progressive rock, metal, japanese, orchestral, game, conductor, video game, new age, composer, neo-classical metal, symphonic rock, vgm, video game music, orchestral music, chiptune, modern classical, final fantasy, 16-bit, orchestral soundtrack, cinematic classical, sequencer & tracker, japanese classical, japanese vgm",maleソロ,Kōchi,
2017,ミュージックステーションスーパーライブ,AKB48,,,"j-pop, c-pop",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2017,ミュージックステーションスーパーライブ,BTS,,,pop punk,Group,Seoul,HYBEパン・シヒョクPdogg
2017,ミュージックステーションスーパーライブ,DAOKO,,,"j-pop, anime, j-rock",femaleソロ,Tokyo,QUBIT
2017,ミュージックステーションスーパーライブ,DEAN FUJIOKA,,,anime,maleソロ,Steubenville,
2017,ミュージックステーションスーパーライブ,E-girls,,,j-pop,Group,New Jersey,
2017,ミュージックステーションスーパーライブ,EXILE THE SECOND,,,j-pop,Group,,
2017,ミュージックステーションスーパーライブ,GENERATIONS,,,"j-pop, anime",maleソロ,Kōchi,
2017,ミュージックステーションスーパーライブ,Hey! Say! JUMP,,,j-pop,Group,,
2017,ミュージックステーションスーパーライブ,KinKi Kids,,,j-pop,Group,,プロデューサー山下達郎吉田拓郎藤島ジュリー景子堂島孝平コンサートマスター吉田建
2017,ミュージックステーションスーパーライブ,Kis-My-Ft2,,,j-pop,Group,Tokyo,
2017,ミュージックステーションスーパーライブ,LUNA SEA,,,"visual kei, j-rock",Group,Kanagawa,
2017,ミュージックステーションスーパーライブ,Little Glee Monster,,,"j-pop, anime",Group,,
2017,ミュージックステーションスーパーライブ,NEWS,,,classical,Group,Tokyo,
2017,ミュージックステーションスーパーライブ,Perfume,,,"j-pop, shibuya-kei",Group,Minami-ku,中田ヤスタカMIKIKO
2017,ミュージックステーションスーパーライブ,SHISHAMO,,,"japanese indie, j-rock, j-pop",Group,Kawasaki,
2017,ミュージックステーションスーパーライブ,Sexy Zone,,,"rock, electronic, soundtrack, progressive rock, metal, japanese, orchestral, game, conductor, video game, new age, composer, neo-classical metal, symphonic rock, vgm, video game music, orchestral music, chiptune, modern classical, final fantasy, 16-bit, orchestral soundtrack, cinematic classical, sequencer & tracker, japanese classical, japanese vgm",maleソロ,Kōchi,
2017,ミュージックステーションスーパーライブ,TOKIO,,,"j-pop, likedis auto",Group,,
2017,ミュージックステーションスーパーライブ,TWICE,,,k-pop,Group,Seoul,
2017,ミュージックステーションスーパーライブ,WANIMA,,,"j-pop, j-rock, melodic hardcore",Group,Tokyo,
2017,ミュージックステーションスーパーライブ,X JAPAN,,,"visual kei, j-rock, j-pop",Group,Tateyama,津田直士
2017,ミュージックステーションスーパーライブ,aiko,,,"japanese, singer-songwriter, j-pop, likedis auto",femaleソロ,Suita,島田昌典OSTER projectトオミヨウ
2017,ミュージックステーションスーパーライブ,back number,,,"j-pop, j-rock",Group,Gunma,
2017,ミュージックステーションスーパーライブ,ゆず,,,"j-pop, anime",Group,Yokohama,
2017,ミュージックステーションスーパーライブ,ゲスの極み乙女。,,,"japanese indie, j-rock, j-pop",Group,Tokyo,
2017,ミュージックステーションスーパーライブ,ゴールデンボンバー,,,visual kei,Group,,tatsuo（everset）
2017,ミュージックステーションスーパーライブ,ジャニーズWEST,,,"rock, electronic, soundtrack, progressive rock, metal, japanese, orchestral, game, conductor, video game, new age, composer, neo-classical metal, symphonic rock, vgm, video game music, orchestral music, chiptune, modern classical, final fantasy, 16-bit, orchestral soundtrack, cinematic classical, sequencer & tracker, japanese classical, japanese vgm",maleソロ,Kōchi,
2017,ミュージックステーションスーパーライブ,スチャダラパー,,,j-rap,Group,,
2017,ミュージックステーションスーパーライブ,三代目 J Soul Brothers,,,"j-pop, dance-pop",Group,Japan,HIRO
2017,ミュージックステーションスーパーライブ,三浦大知,,,"j-pop, singer-songwriter",maleソロ,Okinawa,KREVAFolder
2017,ミュージックステーションスーパーライブ,乃木坂46,,,kayokyoku,Group,Minato,Sony Music Entertainment秋元康
2017,ミュージックステーションスーパーライブ,亀と山P,,,J-POP,Group,,
2017,ミュージックステーションスーパーライブ,倉木麻衣,,,"j-pop, anime",femaleソロ,Funabashi,
2017,ミュージックステーションスーパーライブ,小沢健二,,,"shibuya-kei, j-pop, kayokyoku, city pop",maleソロ,Sagamihara,
2017,ミュージックステーションスーパーライブ,岡崎体育,,,"anime, j-pop",maleソロ,Nishinomiya,
2017,ミュージックステーションスーパーライブ,嵐,,,"j-pop, dance-pop, boy band, likedis auto",Group,Honolulu,
2017,ミュージックステーションスーパーライブ,平井堅,,,"j-pop, j-r&b",maleソロ,Higashiōsaka,
2017,ミュージックステーションスーパーライブ,星野源,,,"japanese, singer-songwriter, j-pop, alternative pop, alternative dance, pop soul, r&b",maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2017,ミュージックステーションスーパーライブ,椎名林檎と松崎ナオ,,,"rock, jazz, singer-songwriter, singer, j-rock, japan, fixme label mess, likedis auto",femaleソロ,Fukuoka,
2017,ミュージックステーションスーパーライブ,欅坂46,,,"j-pop, female vocalists, idol, group, japan, keyakizaka46, girls group, japanese idol, 46, sakamichi",Group,,Sony Music Entertainment秋元康（プロデューサー）
2017,ミュージックステーションスーパーライブ,福山雅治,,,"j-pop, kayokyoku",maleソロ,Nagasaki,井上鑑KOH+
2017,ミュージックステーションスーパーライブ,西野カナ,,,j-pop,femaleソロ,Matsusaka,GIORGIO 13 CANCEMIDJ Mass MAD Izm*山口隆志
2017,ミュージックステーションスーパーライブ,関ジャニ∞,,,"rock, electronic, soundtrack, progressive rock, metal, japanese, orchestral, game, conductor, video game, new age, composer, neo-classical metal, symphonic rock, vgm, video game music, orchestral music, chiptune, modern classical, final fantasy, 16-bit, orchestral soundtrack, cinematic classical, sequencer & tracker, japanese classical, japanese vgm",maleソロ,Kōchi,
2017,ミュージックステーションスーパーライブ,高橋優,,,free jazz,ソロ,,箭内道彦[2]メガネツインズ
2018,NHK紅白歌合戦,AKB48,11.0,恋するフォーチュンクッキー,"j-pop, c-pop",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2018,NHK紅白歌合戦,Aqours,1.0,君のこころは輝いてるかい?,anime,Group,Japan,畑亜貴（作詞）
2018,NHK紅白歌合戦,DA PUMP,6.0,U.S.A.,"j-pop, j-r&b, kayokyoku, anime",Group,Okinawa,m.c.A・T今井大介SASAShungo.
2018,NHK紅白歌合戦,DAOKO,1.0,打上花火,"j-pop, anime, j-rock",femaleソロ,Tokyo,QUBIT
2018,NHK紅白歌合戦,EXILE,12.0,EXILE紅白スペシャル2018[• 15],"j-pop, j-r&b",Group,,
2018,NHK紅白歌合戦,Hey! Say! JUMP,2.0,Ultra Music Power 〜Hey! Say! 紅白スペシャルver.〜,j-pop,Group,,
2018,NHK紅白歌合戦,Little Glee Monster,2.0,世界はあなたに笑いかけている,"j-pop, anime",Group,,
2018,NHK紅白歌合戦,MISIA,3.0,アイノカタチ 2018[• 21],"j-pop, contemporary r&b, likedis auto",femaleソロ,Tsushima,鷺巣詩郎黒田卓也エリカ・バドゥマーカス・ミラーなど
2018,NHK紅白歌合戦,Perfume,11.0,Future Pop 紅白SP[• 12][• 13],"j-pop, shibuya-kei",Group,Minami-ku,中田ヤスタカMIKIKO
2018,NHK紅白歌合戦,SEKAI NO OWARI,5.0,サザンカ,"j-pop, anime",Group,Tokyo,CHRYSANTHEMUM BRIDGE小林武史
2018,NHK紅白歌合戦,Sexy Zone,6.0,カラクリだらけのテンダネス〜2018紅白ver.〜,"rock, electronic, soundtrack, progressive rock, metal, japanese, orchestral, game, conductor, video game, new age, composer, neo-classical metal, symphonic rock, vgm, video game music, orchestral music, chiptune, modern classical, final fantasy, 16-bit, orchestral soundtrack, cinematic classical, sequencer & tracker, japanese classical, japanese vgm",maleソロ,Kōchi,
2018,NHK紅白歌合戦,Suchmos,1.0,VOLT-AGE,"city pop, j-pop, japanese indie, j-r&b, j-rock",Group,,
2018,NHK紅白歌合戦,Superfly,3.0,Gifts,j-pop,Group,,蔦谷好位置多保孝一松岡モトキ
2018,NHK紅白歌合戦,TWICE,2.0,紅白メドレー2018[• 14],k-pop,Group,Seoul,
2018,NHK紅白歌合戦,aiko,13.0,カブトムシ,"japanese, singer-songwriter, j-pop, likedis auto",femaleソロ,Suita,島田昌典OSTER projectトオミヨウ
2018,NHK紅白歌合戦,あいみょん,1.0,マリーゴールド,"singer-songwriter, j-pop, fixme label mess",femaleソロ,Nishinomiya,
2018,NHK紅白歌合戦,いきものがかり,10.0,じょいふる,"j-pop, ikimono-gakari, pop rock",Group,Kanagawa,本間昭光亀田誠治島田昌典江口亮
2018,NHK紅白歌合戦,ゆず,9.0,うたエール,"j-pop, anime",Group,Yokohama,
2018,NHK紅白歌合戦,サザンオールスターズ,5.0,希望の轍,"japanese, asian, fixme label mess, j-rock",Group,Shibuya,高垣健新田一郎八木正生藤井丈司小林武史島健斎藤誠片山敦夫山本拓夫曽我淳一角谷仁宣金原千恵子包国充南谷成功[8]小倉博和[9]
2018,NHK紅白歌合戦,サザンオールスターズ,5.0,勝手にシンドバッド,"japanese, asian, fixme label mess, j-rock",Group,Shibuya,高垣健新田一郎八木正生藤井丈司小林武史島健斎藤誠片山敦夫山本拓夫曽我淳一角谷仁宣金原千恵子包国充南谷成功[8]小倉博和[9]
2018,NHK紅白歌合戦,三代目 J Soul Brothers,7.0,R.Y.U.S.E.I.,"j-pop, dance-pop",Group,Japan,HIRO
2018,NHK紅白歌合戦,三山ひろし,4.0,いごっそ魂〜けん玉世界記録への道、再び〜,"enka, kayokyoku",maleソロ,Nankoku,
2018,NHK紅白歌合戦,三浦大知,2.0,Be Myself 〜紅白スペシャル〜,"j-pop, singer-songwriter",maleソロ,Okinawa,KREVAFolder
2018,NHK紅白歌合戦,丘みどり,2.0,鳰の湖,"enka, kayokyoku",femaleソロ,Himeji,
2018,NHK紅白歌合戦,乃木坂46,4.0,帰り道は遠回りしたくなる,kayokyoku,Group,Minato,Sony Music Entertainment秋元康
2018,NHK紅白歌合戦,五木ひろし,48.0,VIVA・LA・VIDA! 〜生きてるっていいね!〜,"enka, kayokyoku",maleソロ,Kyoto,
2018,NHK紅白歌合戦,刀剣男士,1.0,刀剣乱舞 〜出陣! 紅白歌合戦〜,musicals,Group,,
2018,NHK紅白歌合戦,北島三郎,51.0,まつり,"enka, kayokyoku",maleソロ,Shiriuchi,
2018,NHK紅白歌合戦,北島兄弟,1.0,ブラザー,"enka, kayokyoku",Group,Japan,
2018,NHK紅白歌合戦,坂本冬美,30.0,夜桜お七,"enka, kayokyoku",femaleソロ,Kamitonda,
2018,NHK紅白歌合戦,天童よしみ,23.0,ソーラン祭り節2018〜どさんこver.〜,"enka, kayokyoku, japanese classical",femaleソロ,Tanabe,
2018,NHK紅白歌合戦,宮本浩次,1.0,獣ゆく細道,kayokyoku,maleソロ,Kita,
2018,NHK紅白歌合戦,山内惠介,4.0,さらせ冬の嵐〜刀剣男士コラボスペシャル〜,"enka, likedis auto",maleソロ,Itoshima,
2018,NHK紅白歌合戦,島津亜矢,5.0,時代,"enka, kayokyoku",femaleソロ,Kita-ku,
2018,NHK紅白歌合戦,嵐,10.0,嵐×紅白スペシャルメドレー[• 22],"j-pop, dance-pop, boy band, likedis auto",Group,Honolulu,
2018,NHK紅白歌合戦,星野源,4.0,アイデア,"japanese, singer-songwriter, j-pop, alternative pop, alternative dance, pop soul, r&b",maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2018,NHK紅白歌合戦,松任谷由実,3.0,私が好きなユーミンのうた〜紅白スペシャル〜[• 18],"city pop, kayokyoku, j-pop, enka",femaleソロ,Hachiōji,かまやつひろし村井邦彦川添象郎ティン・パン・アレー松任谷正隆
2018,NHK紅白歌合戦,松田聖子,22.0,SEIKO DREAM MEDLEY 2018[• 16],"kayokyoku, city pop, enka, j-pop",femaleソロ,Kurume,"若松宗雄（1980年 - 1989年, 2000年 - 2003年）大村雅朗（1980年 - 1989年）[4]松本隆（1981年 - 1988年, 1999年, 2015年）小倉良（1992年 - 1998年, 2000年, 2002年, 2005年 - 2015年）原田真二（2000年 - 2004年）"
2018,NHK紅白歌合戦,椎名林檎,6.0,獣ゆく細道,"rock, jazz, singer-songwriter, singer, j-rock, japan, fixme label mess, likedis auto",femaleソロ,Fukuoka,東京事変亀田誠治斎藤ネコ井上雨迩中山信彦村田陽一児玉裕一
2018,NHK紅白歌合戦,欅坂46,3.0,ガラスを割れ!,"j-pop, female vocalists, idol, group, japan, keyakizaka46, girls group, japanese idol, 46, sakamichi",Group,,Sony Music Entertainment秋元康（プロデューサー）
2018,NHK紅白歌合戦,水森かおり,16.0,水に咲く花・支笏湖へ〜イリュージョンスペシャル〜,"enka, kayokyoku",femaleソロ,Kita,
2018,NHK紅白歌合戦,氷川きよし,19.0,勝負の花道〜世界に響く和太鼓SP〜,"enka, anime, kayokyoku",maleソロ,Minami-ku,
2018,NHK紅白歌合戦,石川さゆり,41.0,天城越え,"enka, kayokyoku",femaleソロ,Kumamoto,
2018,NHK紅白歌合戦,福山雅治,11.0,2018スペシャルメドレー[• 9][• 10],"j-pop, kayokyoku",maleソロ,Nagasaki,井上鑑KOH+
2018,NHK紅白歌合戦,米津玄師,1.0,Lemon[• 19],"j-pop, singer-songwriter, contemporary r&b, alternative rock, j-rock, 砂の惑星",maleソロ,Tokushima,蔦谷好位置（2014年 - 2017年）坂東祐大（2019年 - 2023年） ほか
2018,NHK紅白歌合戦,純烈,1.0,プロポーズ,"enka, kayokyoku",Group,Japan,
2018,NHK紅白歌合戦,西野カナ,9.0,トリセツ,j-pop,femaleソロ,Matsusaka,GIORGIO 13 CANCEMIDJ Mass MAD Izm*山口隆志
2018,NHK紅白歌合戦,郷ひろみ,31.0,GOLDFINGER '99〜GO! GO! 2018〜,"kayokyoku, enka, j-pop, city pop",maleソロ,Sue,酒井政利筒美京平萩田光雄井上鑑坂本龍一大村雅朗唐木裕史
2018,NHK紅白歌合戦,関ジャニ∞,7.0,ここに,"rock, electronic, soundtrack, progressive rock, metal, japanese, orchestral, game, conductor, video game, new age, composer, neo-classical metal, symphonic rock, vgm, video game music, orchestral music, chiptune, modern classical, final fantasy, 16-bit, orchestral soundtrack, cinematic classical, sequencer & tracker, japanese classical, japanese vgm",maleソロ,Kōchi,
2018,NHK紅白歌合戦,,0.0,夢のキッズショー〜平成、その先へ〜[• 1],,maleソロ,Kōchi,
2018,ベストアーティスト,AKB48,,,"j-pop, c-pop",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2018,ベストアーティスト,B.B.クィーンズ,,,"rock, electronic, soundtrack, progressive rock, metal, japanese, orchestral, game, conductor, video game, new age, composer, neo-classical metal, symphonic rock, vgm, video game music, orchestral music, chiptune, modern classical, final fantasy, 16-bit, orchestral soundtrack, cinematic classical, sequencer & tracker, japanese classical, japanese vgm",maleソロ,Kōchi,織田哲郎（作曲・編曲・ギター）葉山たけし（編曲・ギター）長戸大幸（作詞・プロデュース）
2018,ベストアーティスト,DA PUMP,,,"j-pop, j-r&b, kayokyoku, anime",Group,Okinawa,m.c.A・T今井大介SASAShungo.
2018,ベストアーティスト,E-girls,,,j-pop,Group,New Jersey,
2018,ベストアーティスト,EXILE,,,"j-pop, j-r&b",Group,,
2018,ベストアーティスト,GENERATIONS from EXILE TRIBE,,,"j-pop, anime",Group,Japan,
2018,ベストアーティスト,Hey! Say! JUMP,,,j-pop,Group,,
2018,ベストアーティスト,KAT-TUN,,,j-pop,Group,,
2018,ベストアーティスト,Kiroro,,,"j-pop, kayokyoku",Group,Yomitan,
2018,ベストアーティスト,NEWS,,,classical,Group,Tokyo,
2018,ベストアーティスト,Perfume,,,"j-pop, shibuya-kei",Group,Minami-ku,中田ヤスタカMIKIKO
2018,ベストアーティスト,Sexy Zone,,,"rock, electronic, soundtrack, progressive rock, metal, japanese, orchestral, game, conductor, video game, new age, composer, neo-classical metal, symphonic rock, vgm, video game music, orchestral music, chiptune, modern classical, final fantasy, 16-bit, orchestral soundtrack, cinematic classical, sequencer & tracker, japanese classical, japanese vgm",maleソロ,Kōchi,
2018,ベストアーティスト,Superfly,,,j-pop,Group,,蔦谷好位置多保孝一松岡モトキ
2018,ベストアーティスト,WANIMA,,,"j-pop, j-rock, melodic hardcore",Group,Tokyo,
2018,ベストアーティスト,キアラ・セトル,,,"rock, electronic, soundtrack, progressive rock, metal, japanese, orchestral, game, conductor, video game, new age, composer, neo-classical metal, symphonic rock, vgm, video game music, orchestral music, chiptune, modern classical, final fantasy, 16-bit, orchestral soundtrack, cinematic classical, sequencer & tracker, japanese classical, japanese vgm",maleソロ,Kōchi,
2018,ベストアーティスト,コブクロ,,,"j-pop, folk pop, likedis auto",Group,,
2018,ベストアーティスト,ゴールデンボンバー,,,visual kei,Group,,tatsuo（everset）
2018,ベストアーティスト,ジャニーズWEST,,,"rock, electronic, soundtrack, progressive rock, metal, japanese, orchestral, game, conductor, video game, new age, composer, neo-classical metal, symphonic rock, vgm, video game music, orchestral music, chiptune, modern classical, final fantasy, 16-bit, orchestral soundtrack, cinematic classical, sequencer & tracker, japanese classical, japanese vgm",maleソロ,Kōchi,
2018,ベストアーティスト,ポルノグラフィティ,,,"j-rock, japanese, rock, j-pop",Group,,田村充義
2018,ベストアーティスト,乃木坂46,,,kayokyoku,Group,Minato,Sony Music Entertainment秋元康
2018,ベストアーティスト,嵐,,,"j-pop, dance-pop, boy band, likedis auto",Group,Honolulu,
2018,ベストアーティスト,嶋大輔,,,kayokyoku,maleソロ,Japan,
2018,ベストアーティスト,平井堅,,,"j-pop, j-r&b",maleソロ,Higashiōsaka,
2018,ベストアーティスト,星野源,,,"japanese, singer-songwriter, j-pop, alternative pop, alternative dance, pop soul, r&b",maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2018,ベストアーティスト,欅坂46,,,"j-pop, female vocalists, idol, group, japan, keyakizaka46, girls group, japanese idol, 46, sakamichi",Group,,Sony Music Entertainment秋元康（プロデューサー）
2018,ベストアーティスト,西野カナ,,,j-pop,femaleソロ,Matsusaka,GIORGIO 13 CANCEMIDJ Mass MAD Izm*山口隆志
2018,ベストアーティスト,高橋洋子,,,"anime, j-pop",femaleソロ,Tokyo,大森俊之
2018,ミュージックステーションスーパーライブ,AAA,,,"sillyname, j-pop",Group,Japan,
2018,ミュージックステーションスーパーライブ,AKB48,,,"j-pop, c-pop",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2018,ミュージックステーションスーパーライブ,Boyz II Men,,,"new jack swing, r&b, quiet storm",Group,Philadelphia,
2018,ミュージックステーションスーパーライブ,CHEMISTRY,,,"anime, j-pop, j-r&b",Group,,
2018,ミュージックステーションスーパーライブ,DA PUMP,,,"j-pop, j-r&b, kayokyoku, anime",Group,Okinawa,m.c.A・T今井大介SASAShungo.
2018,ミュージックステーションスーパーライブ,E-girls,,,j-pop,Group,New Jersey,
2018,ミュージックステーションスーパーライブ,EXILE,,,"j-pop, j-r&b",Group,,
2018,ミュージックステーションスーパーライブ,EXILE ATSUSHI,,,"j-pop, j-r&b",maleソロ,Koshigaya,EXILECOLORRED DIAMOND DOGS
2018,ミュージックステーションスーパーライブ,GENERATIONS,,,"j-pop, anime",maleソロ,Kōchi,
2018,ミュージックステーションスーパーライブ,Hey! Say! JUMP,,,j-pop,Group,,
2018,ミュージックステーションスーパーライブ,KAT-TUN,,,j-pop,Group,,
2018,ミュージックステーションスーパーライブ,KICK THE CAN CREW,,,"j-rap, japanese indie, j-pop",Group,Japan,
2018,ミュージックステーションスーパーライブ,KinKi Kids,,,j-pop,Group,,プロデューサー山下達郎吉田拓郎藤島ジュリー景子堂島孝平コンサートマスター吉田建
2018,ミュージックステーションスーパーライブ,Kis-My-Ft2,,,j-pop,Group,Tokyo,
2018,ミュージックステーションスーパーライブ,Little Glee Monster,,,"j-pop, anime",Group,,
2018,ミュージックステーションスーパーライブ,May J.,,,singer-songwriter,femaleソロ,Yate,
2018,ミュージックステーションスーパーライブ,NEWS,,,classical,Group,Tokyo,
2018,ミュージックステーションスーパーライブ,Perfume,,,"j-pop, shibuya-kei",Group,Minami-ku,中田ヤスタカMIKIKO
2018,ミュージックステーションスーパーライブ,SEKAI NO OWARI,,,"j-pop, anime",Group,Tokyo,CHRYSANTHEMUM BRIDGE小林武史
2018,ミュージックステーションスーパーライブ,Sexy Zone,,,"rock, electronic, soundtrack, progressive rock, metal, japanese, orchestral, game, conductor, video game, new age, composer, neo-classical metal, symphonic rock, vgm, video game music, orchestral music, chiptune, modern classical, final fantasy, 16-bit, orchestral soundtrack, cinematic classical, sequencer & tracker, japanese classical, japanese vgm",maleソロ,Kōchi,
2018,ミュージックステーションスーパーライブ,TWICE,,,k-pop,Group,Seoul,
2018,ミュージックステーションスーパーライブ,WANIMA,,,"j-pop, j-rock, melodic hardcore",Group,Tokyo,
2018,ミュージックステーションスーパーライブ,aiko,,,"japanese, singer-songwriter, j-pop, likedis auto",femaleソロ,Suita,島田昌典OSTER projectトオミヨウ
2018,ミュージックステーションスーパーライブ,あいみょん,,,"singer-songwriter, j-pop, fixme label mess",femaleソロ,Nishinomiya,
2018,ミュージックステーションスーパーライブ,ゆず,,,"j-pop, anime",Group,Yokohama,
2018,ミュージックステーションスーパーライブ,コブクロ,,,"j-pop, folk pop, likedis auto",Group,,
2018,ミュージックステーションスーパーライブ,ゴールデンボンバー,,,visual kei,Group,,tatsuo（everset）
2018,ミュージックステーションスーパーライブ,ジャニーズWEST,,,"rock, electronic, soundtrack, progressive rock, metal, japanese, orchestral, game, conductor, video game, new age, composer, neo-classical metal, symphonic rock, vgm, video game music, orchestral music, chiptune, modern classical, final fantasy, 16-bit, orchestral soundtrack, cinematic classical, sequencer & tracker, japanese classical, japanese vgm",maleソロ,Kōchi,
2018,ミュージックステーションスーパーライブ,スガシカオ,,,"jazz, singer-songwriter, j-pop, j-rock, fixme label mess, likedis auto",maleソロ,Tokyo,kōkua
2018,ミュージックステーションスーパーライブ,スキマスイッチ,,,"j-pop, likedis auto",Group,,
2018,ミュージックステーションスーパーライブ,ポルノグラフィティ,,,"j-rock, japanese, rock, j-pop",Group,,田村充義
2018,ミュージックステーションスーパーライブ,三代目 J Soul Brothers,,,"j-pop, dance-pop",Group,Japan,HIRO
2018,ミュージックステーションスーパーライブ,三浦大知,,,"j-pop, singer-songwriter",maleソロ,Okinawa,KREVAFolder
2018,ミュージックステーションスーパーライブ,乃木坂46,,,kayokyoku,Group,Minato,Sony Music Entertainment秋元康
2018,ミュージックステーションスーパーライブ,和楽器バンド,,,j-rock,Group,Japan,
2018,ミュージックステーションスーパーライブ,嵐,,,"j-pop, dance-pop, boy band, likedis auto",Group,Honolulu,
2018,ミュージックステーションスーパーライブ,広瀬香美,,,city pop,femaleソロ,Wakayama,田村充義
2018,ミュージックステーションスーパーライブ,星野源,,,"japanese, singer-songwriter, j-pop, alternative pop, alternative dance, pop soul, r&b",maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2018,ミュージックステーションスーパーライブ,欅坂46,,,"j-pop, female vocalists, idol, group, japan, keyakizaka46, girls group, japanese idol, 46, sakamichi",Group,,Sony Music Entertainment秋元康（プロデューサー）
2018,ミュージックステーションスーパーライブ,武田真治,,,"japanese, video game, composer, vgm, video game music, chiptune",maleソロ,Nagoya,
2018,ミュージックステーションスーパーライブ,菅田将暉,,,"j-pop, singer-songwriter",maleソロ,Minoh,
2018,ミュージックステーションスーパーライブ,西野カナ,,,j-pop,femaleソロ,Matsusaka,GIORGIO 13 CANCEMIDJ Mass MAD Izm*山口隆志
2018,ミュージックステーションスーパーライブ,関ジャニ∞,,,"rock, electronic, soundtrack, progressive rock, metal, japanese, orchestral, game, conductor, video game, new age, composer, neo-classical metal, symphonic rock, vgm, video game music, orchestral music, chiptune, modern classical, final fantasy, 16-bit, orchestral soundtrack, cinematic classical, sequencer & tracker, japanese classical, japanese vgm",maleソロ,Kōchi,
2018,ミュージックステーションスーパーライブ,青山テルマ,,,"j-pop, pop soul, contemporary r&b",femaleソロ,Yamatotakada,
2019,NHK紅白歌合戦,AI美空ひばり,0.0,あれから,"enka, kayōkyoku",femaleソロ,Isogo-ku,
2019,NHK紅白歌合戦,AKB48,12.0,恋するフォーチュンクッキー〜紅白世界選抜SP〜,"j-pop, c-pop",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2019,NHK紅白歌合戦,DA PUMP,7.0,DA PUMP 〜ONE TEAMメドレー〜[• 7],"j-pop, j-r&b, kayokyoku, anime",Group,Okinawa,m.c.A・T今井大介SASAShungo.
2019,NHK紅白歌合戦,Foorin,1.0,パプリカ -紅白スペシャルバージョン-,j-pop,maleソロ,Kōchi,
2019,NHK紅白歌合戦,GENERATIONS,1.0,EXPerience Greatness,"j-pop, anime",maleソロ,Kōchi,
2019,NHK紅白歌合戦,Hey! Say! JUMP,3.0,上を向いて歩こう 〜令和スペシャルバージョン〜,j-pop,Group,,
2019,NHK紅白歌合戦,King Gnu,1.0,白日,"j-pop, anime, j-rock",maleソロ,Portland,
2019,NHK紅白歌合戦,Kis-My-Ft2,1.0,Everybody Go,j-pop,Group,Tokyo,
2019,NHK紅白歌合戦,LiSA,1.0,紅蓮華,"anime, j-pop, j-rock",femaleソロ,Seki,
2019,NHK紅白歌合戦,Little Glee Monster,3.0,ECHO,"j-pop, anime",Group,,
2019,NHK紅白歌合戦,MISIA,4.0,アイノカタチメドレー[• 29],"j-pop, contemporary r&b, likedis auto",femaleソロ,Tsushima,鷺巣詩郎黒田卓也エリカ・バドゥマーカス・ミラーなど
2019,NHK紅白歌合戦,Official髭男dism,1.0,Pretender,"pop rock, piano rock, rock, j-rock, j-pop",Group,Shimane,
2019,NHK紅白歌合戦,Perfume,12.0,FUSION -紅白Ver.-[• 18],"j-pop, shibuya-kei",Group,Minami-ku,中田ヤスタカMIKIKO
2019,NHK紅白歌合戦,RADWIMPS,2.0,天気の子 紅白スペシャル[• 21],"anime, j-pop, j-rock",Group,Yokohama,
2019,NHK紅白歌合戦,Superfly,4.0,フレア,j-pop,Group,,蔦谷好位置多保孝一松岡モトキ
2019,NHK紅白歌合戦,TWICE,3.0,Let's Dance Medley 2019[• 6],k-pop,Group,Seoul,
2019,NHK紅白歌合戦,aiko,14.0,花火,"japanese, singer-songwriter, j-pop, likedis auto",femaleソロ,Suita,島田昌典OSTER projectトオミヨウ
2019,NHK紅白歌合戦,いきものがかり,11.0,風が吹いている,"j-pop, ikimono-gakari, pop rock",Group,Kanagawa,本間昭光亀田誠治島田昌典江口亮
2019,NHK紅白歌合戦,おしりたんてい,0.0,ププッとフムッとかいけつダンス,"rock, electronic, soundtrack, progressive rock, metal, japanese, orchestral, game, conductor, video game, new age, composer, neo-classical metal, symphonic rock, vgm, video game music, orchestral music, chiptune, modern classical, final fantasy, 16-bit, orchestral soundtrack, cinematic classical, sequencer & tracker, japanese classical, japanese vgm",maleソロ,Kōchi,
2019,NHK紅白歌合戦,ゆず,10.0,紅白SPメドレー 2019-2020[• 24],"j-pop, anime",Group,Yokohama,
