year,program,artist,appearances,song,tags,type,origin,associated_acts,members
2017,NHK紅白歌合戦,X JAPAN,8.0,ENDLESS RAIN 2017 紅白スペシャル[※ 16],音楽,Group,日本,津田直士,"YOSHIKI, （, ドラムス, ・, ピアノ, ・, コンポーザー, ）, Toshl, （, ボーカル, ）, PATA, （, ギター, ）, HEATH, （, ベース, ）, SUGIZO, （ギター・, ヴァイオリン, ）"
2017,NHK紅白歌合戦,ゆず,8.0,栄光の架橋,"J-POP, アニメ, ロック",Group,Yokohama,,
2017,NHK紅白歌合戦,エレファントカシマシ,1.0,今宵の月のように,"オルタナティヴ・ロック, [, 1, ], [, 2, ], ブルースロック, [, 1, ], ポップ・ロック, [, 2, ]",Group,日本,,"宮本浩次, （, ボーカル, ・, ギター, ）, 石森敏行（ギター）, 高緑成治（, ベース, ）, 冨永義之（, ドラムス, ）"
2017,NHK紅白歌合戦,トータス松本,1.0,目抜き通り,"ロック, J-POP",maleソロ,日本,"ウルフルズ, カーリングシトーンズ",
2017,NHK紅白歌合戦,三代目 J Soul Brothers,6.0,HAPPY 〜紅白スペシャルバージョン〜,"J-POP, [, 1, ], EDM, [, 2, ]",Group,日本,HIRO,"NAOTO, 小林直己, ELLY, 山下健二郎, 岩田剛典, 今市隆二, ØMI"
2017,NHK紅白歌合戦,三山ひろし,3.0,男の流儀 〜けん玉世界記録への道〜,演歌,ソロ,日本,,
2017,NHK紅白歌合戦,三浦大知,1.0,三浦大知 紅白スペシャル[※ 9],"音楽, ゲーム実況",ソロ,日本,"KREVA, Folder",
2017,NHK紅白歌合戦,丘みどり,1.0,佐渡の夕笛,演歌,ソロ,日本,,
2017,NHK紅白歌合戦,乃木坂46,3.0,インフルエンサー,J-POP,Group,日本,"Sony Music Entertainment, 秋元康","現メンバー, を参照"
2017,NHK紅白歌合戦,五木ひろし,47.0,夜空,"演歌, 歌謡曲",ソロ,日本,,
2017,NHK紅白歌合戦,倉木麻衣,4.0,渡月橋 〜君 想ふ〜,音楽,femaleソロ,日本,,
2017,NHK紅白歌合戦,坂本冬美,29.0,男の火祭り,"演歌, ・, 歌謡曲, ・, J-POP",femaleソロ,日本,,
2017,NHK紅白歌合戦,天童よしみ,22.0,道頓堀人情,"演歌, ・, 歌謡曲, アニメソング",ソロ,日本,,
2017,NHK紅白歌合戦,安室奈美恵,10.0,Hero,"J-POP, [, 1, ], [, 2, ], ダンス・ポップ, [, 1, ], R&B, [, 1, ], [, 3, ], ディスコ, [, 1, ]",ソロ,日本,"小室哲哉, ダラス・オースティン, SUITE CHIC, TIGER, T.Kura, &, michico, Nao'ymt, Emyli",
2017,NHK紅白歌合戦,山内惠介,3.0,愛が信じられないなら 〜貴公子たちの舞踏会〜,演歌,ソロ,日本,,
2017,NHK紅白歌合戦,島津亜矢,4.0,The Rose,"演歌, 、, J-POP, など",ソロ,日本,,
2017,NHK紅白歌合戦,嵐,9.0,嵐×紅白スペシャルメドレー[※ 18],"J-POP, ダンス, バンド",Group,Honolulu,,
2017,NHK紅白歌合戦,市川由紀乃,2.0,人生一路,演歌,ソロ,日本,,
2017,NHK紅白歌合戦,平井堅,8.0,ノンフィクション,音楽,maleソロ,日本,,
2017,NHK紅白歌合戦,星野源,3.0,Family Song,音楽,ソロ,日本,"SAKEROCK, （2000年 - 2015年）, 河村""カースケ""智康, ハマ・オカモト, 長岡亮介, ほか",
2017,NHK紅白歌合戦,松たか子,3.0,明日はどこから,"舞台, 、, 映画, 、, テレビドラマ, 、, CM, 、, J-POP",femaleソロ,Tokyo,,
2017,NHK紅白歌合戦,松田聖子,21.0,新しい明日,"歌謡曲, [, 2, ], ポップ, [, 3, ], J-POP, [, 3, ], ジャズ, [, 3, ]",ソロ,日本,"若松宗雄, （1980年 - 1989年、2000年 - 2003年）, 大村雅朗, （1980年 - 1989年）, [, 4, ], 松本隆, （1981年 - 1988年、1999年、2015年）, 小倉良, （1992年 - 1998年、2000年、2002年、2005年 - 2015年）, 原田真二, （2000年 - 2004年）",
2017,NHK紅白歌合戦,桑田佳祐,2.0,若い広場,音楽,maleソロ,日本,"サザンオールスターズ, KUWATA BAND, SUPER CHIMPANZEE, 藤井丈司, 小林武史, 島健, 斎藤誠, 片山敦夫, 山本拓夫, 佐橋佳幸, 曽我淳一, 角谷仁宣, 小倉博和, [, 7, ]",
2017,NHK紅白歌合戦,椎名林檎,5.0,目抜き通り,音楽,femaleソロ,日本,"東京事変, 亀田誠治, 斎藤ネコ, 井上雨迩, 中山信彦, 村田陽一, 児玉裕一",
2017,NHK紅白歌合戦,欅坂46,2.0,不協和音,J-POP,Group,日本,"Sony Music Entertainment, 秋元康, （プロデューサー）","現メンバー, を参照"
2017,NHK紅白歌合戦,水森かおり,15.0,早鞆ノ瀬戸,演歌,ソロ,東京都,,
2017,NHK紅白歌合戦,氷川きよし,18.0,きよしのズンドコ節,"演歌, [, 7, ], [, 8, ], J-POP, [, 7, ], [, 8, ], ロック, [, 8, ]",ソロ,日本,,
2017,NHK紅白歌合戦,石川さゆり,40.0,津軽海峡・冬景色,"演歌, ・, 歌謡曲, ・, J-POP",ソロ,日本,,
2017,NHK紅白歌合戦,福山雅治,10.0,トモエ学園,"音楽, ラジオ",maleソロ,Nagasaki,"井上鑑, KOH, +",
2017,NHK紅白歌合戦,福田こうへい,4.0,王将,"演歌, 、, 民謡",ソロ,日本,,
2017,NHK紅白歌合戦,竹原ピストル,1.0,よー、そこの若いの,,maleソロ,日本,ハマノヒロチカ,
2017,NHK紅白歌合戦,西野カナ,8.0,パッ,音楽,femaleソロ,日本,"GIORGIO 13 CANCEMI, DJ Mass MAD Izm*, 山口隆志",
2017,NHK紅白歌合戦,郷ひろみ,30.0,2億4千万の瞳 〜GO! GO! バブルリミックス〜,"ポップス, [, 2, ], R&B, [, 3, ], ソウル, [, 3, ], ディスコ, [, 3, ], ラテン, [, 3, ]",ソロ,日本,"酒井政利, 筒美京平, 萩田光雄, 井上鑑, 坂本龍一, 大村雅朗, 唐木裕史",
2017,NHK紅白歌合戦,関ジャニ∞,6.0,なぐりガキBEAT,"ロック, [, 1, ], ポップ・ロック, [, 2, ], J-POP, [, 2, ], 演歌, [, 2, ]",男性グループ,日本,,"横山裕, （, ボーカル, ・, パーカッション, ・, トランペット, ・, ギター, ）, 村上信五, （ボーカル・, キーボード, ）, 丸山隆平, （ボーカル・, ベース, ）, 安田章大, （メインボーカル・ギター）, 大倉忠義, （ボーカル・, ドラムス, ）"
2017,NHK紅白歌合戦,髙橋真梨子,5.0,for you…,"J-POP, 歌謡曲, ポップ, ジャズ",ソロ,(,"ヘンリー広瀬, ペドロ&カプリシャス",
2017,NHK紅白歌合戦,,0.0,いつでも夢を,"J-POP, エレクトロニック, ロック",maleソロ,Kōchi,,
2017,ベストアーティスト,AKB48,,,J-POP,女性グループ,日本,"秋元康, （総合プロデューサー）, AKB48グループ","メンバー, を参照"
2017,ベストアーティスト,B’z,,,音楽,Group,日本,,"松本孝弘, （, ギター, ）, 稲葉浩志, （, ボーカル, ）"
2017,ベストアーティスト,DEAN FUJIOKA,,,"映画, 、, テレビドラマ",maleソロ,Steubenville,,
2017,ベストアーティスト,E-girls,,,"J-POP, [, 1, ], EDM, [, 2, ]",Group,日本,,
2017,ベストアーティスト,EXILE THE SECOND,,,"J-POP, [, 1, ], R&B, [, 1, ], ヒップホップ, [, 1, ], ダンス, [, 1, ]",Group,日本,,"橘ケンチ, EXILE TETSUYA, EXILE NESMITH, EXILE SHOKICHI, EXILE AKIRA"
2017,ベストアーティスト,GENERATIONS from EXILE TRIBE,,,"J-POP, [, 1, ]",Group,日本,,"白濱亜嵐, 片寄涼太, 数原龍友, 小森隼, 佐野玲於, 中務裕太"
2017,ベストアーティスト,Hey! Say! JUMP,,,音楽,男性グループ,日本,,"Hey! Say! 7, 山田涼介, 知念侑李, 中島裕翔, Hey! Say! BEST, 有岡大貴, 髙木雄也, 伊野尾慧, 八乙女光, 薮宏太"
2017,ベストアーティスト,MIGHTY WARRIORS,,,J-POP,maleソロ,Kōchi,,
2017,ベストアーティスト,NEWS,,,"J-POP, バンド",Group,Tokyo,,
2017,ベストアーティスト,NGT48,,,J-POP,女性グループ,日本,"秋元康, （プロデューサー）, AKB48グループ","メンバー, を参照"
2017,ベストアーティスト,Perfume,,,音楽,Group,日本,"中田ヤスタカ, MIKIKO","樫野有香, （かしゆか）, 西脇綾香, （あ〜ちゃん）, 大本彩乃, （のっち）"
2017,ベストアーティスト,RADIO FISH,,,"J-POP, 、, EDM",Group,日本,KOJIKARU,"NAKATA, SHINGO, FISHBOY, Show-hey, SHiN, RIHITO"
2017,ベストアーティスト,SEKAI NO OWARI,,,音楽,Group,日本,"CHRYSANTHEMUM BRIDGE, 小林武史","Nakajin, （, ギター, ）, Fukase, （, ボーカル, ）, Saori, （, ピアノ, ）, DJ LOVE, （, DJ, ）"
2017,ベストアーティスト,Sexy Zone,,,J-POP,男性グループ,日本,,"佐藤勝利, 菊池風磨, 松島聡, 寺西拓人, 原嘉孝, 橋本将生, 猪俣周杜, 篠塚大輝"
2017,ベストアーティスト,SixTONES,,,"音楽, エンターテインメント",男性グループ,日本,,"ジェシー, 京本大我, 松村北斗, 髙地優吾, 森本慎太郎, 田中樹"
2017,ベストアーティスト,Snow Man,,,"音楽, エンターテインメント",男性グループ,日本,,"岩本照, 深澤辰哉, ラウール, 渡辺翔太, 向井康二, 阿部亮平, 目黒蓮, 宮舘涼太, 佐久間大介"
2017,ベストアーティスト,TAKAHIRO,,,"J-POP, エレクトロニック, ロック, 歌謡曲",maleソロ,Kōchi,EXILEACE OF SPADES,
2017,ベストアーティスト,THE YELLOW MONKEY,,,"ロック, [, 1, ], ポップ・ロック, [, 2, ], グラムロック, [, 2, ], [, 1, ], [, 3, ], ハードロック, [, 2, ], [, 3, ], ディスコ, [, 2, ], プログレッシブ・ロック, [, 2, ]",Group,日本,,"吉井和哉, （, ボーカル, ・, ギター, ）, 菊地英昭, （ギター）, 廣瀬洋一, （, ベース, ）, 菊地英二, （, ドラムス, ）"
2017,ベストアーティスト,TOKIO,,,"パワー・ポップ, [, 1, ], ロック, [, 2, ]",Group,日本,,
2017,ベストアーティスト,WANIMA,,,音楽,Group,日本,,"KENTA（, ボーカル, ・, ベース, ）, KO-SHIN（, ギター, ・, コーラス, ）, FUJI（, ドラムス, ・コーラス）"
2017,ベストアーティスト,aiko,,,音楽,femaleソロ,日本,"島田昌典, OSTER project, トオミヨウ",
2017,ベストアーティスト,back number,,,音楽,Group,日本,,"清水依与吏, （, ボーカル, ・, ギター, ）, 小島和也, （, ベース, ・, コーラス, ）, 栗原寿, （, ドラムス, ）"
2017,ベストアーティスト,きゃりーぱみゅぱみゅ,,,"J-POP, [, 3, ], [, 4, ], エレクトロ・ポップ, [, 5, ], バブルガム・ポップ, [, 6, ], ダブステップ, [, 7, ]",ソロ,日本,"中田ヤスタカ, 増田セバスチャン, MAIKO",
2017,ベストアーティスト,オースティン・マホーン,,,"エレクトロニック, ロック",ソロ,アメリカ合衆国,"フロー・ライダー, 、, ベッキーG, 、, ピット・ブル",
2017,ベストアーティスト,ジャニーズWEST,,,"音楽, エンターテインメント",男性グループ,日本,,"重岡大毅, 桐山照史, 中間淳太, 神山智洋, 藤井流星, 濵田崇裕, 小瀧望"
2017,ベストアーティスト,ポルノグラフィティ,,,音楽,Group,日本,田村充義,"岡野昭仁, （, ボーカル, ）, 新藤晴一, （, ギター, ）"
2017,ベストアーティスト,モーニング娘。'17,,,音楽,女性グループ,日本,"つんく♂, （プロデューサー）","野中美希, （リーダー）, 小田さくら, （サブリーダー）, 牧野真莉愛, （サブリーダー）, 羽賀朱音, 横山玲奈, 北川莉央, 岡村ほまれ, 山﨑愛生, 櫻井梨央, 井上春華, 弓桁朱琴"
2017,ベストアーティスト,三代目 J Soul Brothers from EXILE TRIBE,,,"J-POP, [, 1, ], EDM, [, 2, ]",Group,日本,HIRO,"NAOTO, 小林直己, ELLY, 山下健二郎, 岩田剛典, 今市隆二, ØMI"
2017,ベストアーティスト,三浦大知,,,"音楽, ゲーム実況",ソロ,日本,"KREVA, Folder",
2017,ベストアーティスト,中丸雄一,,,"バラエティ番組, ・, 情報番組, ・, テレビドラマ, ・, 映画, ・, CM",ソロ,日本,,
2017,ベストアーティスト,乃木坂46,,,J-POP,Group,日本,"Sony Music Entertainment, 秋元康","現メンバー, を参照"
2017,ベストアーティスト,亀と山P,,,J-POP,Group,日本,,"亀梨和也, 山下智久"
2017,ベストアーティスト,修二と彰,,,J-POP,Group,日本,,"亀梨和也, 山下智久"
2017,ベストアーティスト,倉木麻衣,,,音楽,femaleソロ,日本,,
2017,ベストアーティスト,堺正章,,,"テレビ番組, 映画",maleソロ,Setagaya,,
2017,ベストアーティスト,増田恵子,,,"歌手：, 歌謡曲, ・, J-POP, 女優：, テレビドラマ, ・, 映画, ・, 舞台",ソロ,日本,"ピンク・レディー, （プロデューサー／, 飯田久彦, ）",
2017,ベストアーティスト,嵐,,,"J-POP, ダンス, バンド",Group,Honolulu,,
2017,ベストアーティスト,平井堅,,,音楽,maleソロ,日本,,
2017,ベストアーティスト,星野源,,,音楽,ソロ,日本,"SAKEROCK, （2000年 - 2015年）, 河村""カースケ""智康, ハマ・オカモト, 長岡亮介, ほか",
2017,ベストアーティスト,梅沢富美男,,,"俳優, 、, 演歌",ソロ,日本,,
2017,ベストアーティスト,欅坂46,,,J-POP,Group,日本,"Sony Music Entertainment, 秋元康, （プロデューサー）","現メンバー, を参照"
2017,ベストアーティスト,荻野目洋子,,,J-POP,ソロ,日本,,
2017,ベストアーティスト,関ジャニ∞,,,"ロック, [, 1, ], ポップ・ロック, [, 2, ], J-POP, [, 2, ], 演歌, [, 2, ]",男性グループ,日本,,"横山裕, （, ボーカル, ・, パーカッション, ・, トランペット, ・, ギター, ）, 村上信五, （ボーカル・, キーボード, ）, 丸山隆平, （ボーカル・, ベース, ）, 安田章大, （メインボーカル・ギター）, 大倉忠義, （ボーカル・, ドラムス, ）"
2017,ミュージックステーションスーパーライブ,AKB48,,,J-POP,女性グループ,日本,"秋元康, （総合プロデューサー）, AKB48グループ","メンバー, を参照"
2017,ミュージックステーションスーパーライブ,BTS,,,"J-POP, K-POP, バンド",Group,Seoul,HYBEパン・シヒョクPdogg,
2017,ミュージックステーションスーパーライブ,DAOKO,,,"J-POP, ヒップホップ, エレクトロ・ポップ, R&B, オルタナティヴ",femaleソロ,日本,QUBIT,
2017,ミュージックステーションスーパーライブ,DEAN FUJIOKA,,,"映画, 、, テレビドラマ",maleソロ,Steubenville,,
2017,ミュージックステーションスーパーライブ,E-girls,,,"J-POP, [, 1, ], EDM, [, 2, ]",Group,日本,,
2017,ミュージックステーションスーパーライブ,EXILE THE SECOND,,,"J-POP, [, 1, ], R&B, [, 1, ], ヒップホップ, [, 1, ], ダンス, [, 1, ]",Group,日本,,"橘ケンチ, EXILE TETSUYA, EXILE NESMITH, EXILE SHOKICHI, EXILE AKIRA"
2017,ミュージックステーションスーパーライブ,GENERATIONS,,,J-POP,maleソロ,Kōchi,,
2017,ミュージックステーションスーパーライブ,Hey! Say! JUMP,,,音楽,男性グループ,日本,,"Hey! Say! 7, 山田涼介, 知念侑李, 中島裕翔, Hey! Say! BEST, 有岡大貴, 髙木雄也, 伊野尾慧, 八乙女光, 薮宏太"
2017,ミュージックステーションスーパーライブ,KinKi Kids,,,音楽,Group,日本,"プロデューサー, 山下達郎, 吉田拓郎, 藤島ジュリー景子, 堂島孝平, コンサートマスター, 吉田建","堂本光一, 堂本剛"
2017,ミュージックステーションスーパーライブ,Kis-My-Ft2,,,音楽,男性グループ,日本,,"千賀健永, 宮田俊哉, 横尾渉, 藤ヶ谷太輔, 玉森裕太, 二階堂高嗣"
2017,ミュージックステーションスーパーライブ,LUNA SEA,,,"ヴィジュアル系, [, 1, ], ハードロック, [, 1, ]",Group,日本,,"RYUICHI, （, ボーカル, ）, SUGIZO, （, ギター, ・, ヴァイオリン, ）, INORAN, （ギター）, J, （, ベース, ）, 真矢, （, ドラムス, ）"
2017,ミュージックステーションスーパーライブ,Little Glee Monster,,,音楽,Group,日本,,"かれん（古賀かれん）, MAYU（吉田真悠）, アサヒ（小林あさひ）, ミカ（藤平美香）, 結海（永井結海）, miyou（カマラみゆアイダ）"
2017,ミュージックステーションスーパーライブ,NEWS,,,"J-POP, バンド",Group,Tokyo,,
2017,ミュージックステーションスーパーライブ,Perfume,,,音楽,Group,日本,"中田ヤスタカ, MIKIKO","樫野有香, （かしゆか）, 西脇綾香, （あ〜ちゃん）, 大本彩乃, （のっち）"
2017,ミュージックステーションスーパーライブ,SHISHAMO,,,音楽,Group,日本,,"宮崎朝子（, ボーカル, ・, ギター, ）, 松岡彩（, ベース, ）, 吉川美冴貴（, ドラムス, ）"
2017,ミュージックステーションスーパーライブ,Sexy Zone,,,J-POP,男性グループ,日本,,"佐藤勝利, 菊池風磨, 松島聡, 寺西拓人, 原嘉孝, 橋本将生, 猪俣周杜, 篠塚大輝"
2017,ミュージックステーションスーパーライブ,TOKIO,,,"パワー・ポップ, [, 1, ], ロック, [, 2, ]",Group,日本,,
2017,ミュージックステーションスーパーライブ,TWICE,,,"J-POP, K-POP, R&B, エレクトロニック, ダンス",Group,Seoul,,
2017,ミュージックステーションスーパーライブ,WANIMA,,,音楽,Group,日本,,"KENTA（, ボーカル, ・, ベース, ）, KO-SHIN（, ギター, ・, コーラス, ）, FUJI（, ドラムス, ・コーラス）"
2017,ミュージックステーションスーパーライブ,X JAPAN,,,音楽,Group,日本,津田直士,"YOSHIKI, （, ドラムス, ・, ピアノ, ・, コンポーザー, ）, Toshl, （, ボーカル, ）, PATA, （, ギター, ）, HEATH, （, ベース, ）, SUGIZO, （ギター・, ヴァイオリン, ）"
2017,ミュージックステーションスーパーライブ,aiko,,,音楽,femaleソロ,日本,"島田昌典, OSTER project, トオミヨウ",
2017,ミュージックステーションスーパーライブ,back number,,,音楽,Group,日本,,"清水依与吏, （, ボーカル, ・, ギター, ）, 小島和也, （, ベース, ・, コーラス, ）, 栗原寿, （, ドラムス, ）"
2017,ミュージックステーションスーパーライブ,ゆず,,,"J-POP, アニメ, ロック",Group,Yokohama,,
2017,ミュージックステーションスーパーライブ,ゲスの極み乙女。,,,"J-POP, [, 1, ], ポップ・ロック, [, 2, ], プログレッシブ・ロック, [, 3, ], [, 2, ], ヒップホップ, [, 3, ], [, 2, ], ジャズ, [, 4, ], ファンク, [, 4, ]",Group,日本,,"川谷絵音, （, ボーカル, ・, ギター, ）, 休日課長, （, ベース, ）, ちゃんMARI, （, キーボード, ）, ほな・いこか, （, ドラムス, ）"
2017,ミュージックステーションスーパーライブ,ゴールデンボンバー,,,"J-POP, ロック",Group,,tatsuo（everset）,
2017,ミュージックステーションスーパーライブ,ジャニーズWEST,,,"音楽, エンターテインメント",男性グループ,日本,,"重岡大毅, 桐山照史, 中間淳太, 神山智洋, 藤井流星, 濵田崇裕, 小瀧望"
2017,ミュージックステーションスーパーライブ,スチャダラパー,,,ヒップホップ,Group,日本,,"Bose（, MC, ）, ANI（MC）, SHINCO（, DJ, ）"
2017,ミュージックステーションスーパーライブ,三代目 J Soul Brothers,,,"J-POP, [, 1, ], EDM, [, 2, ]",Group,日本,HIRO,"NAOTO, 小林直己, ELLY, 山下健二郎, 岩田剛典, 今市隆二, ØMI"
2017,ミュージックステーションスーパーライブ,三浦大知,,,"音楽, ゲーム実況",ソロ,日本,"KREVA, Folder",
2017,ミュージックステーションスーパーライブ,乃木坂46,,,J-POP,Group,日本,"Sony Music Entertainment, 秋元康","現メンバー, を参照"
2017,ミュージックステーションスーパーライブ,亀と山P,,,J-POP,Group,日本,,"亀梨和也, 山下智久"
2017,ミュージックステーションスーパーライブ,倉木麻衣,,,音楽,femaleソロ,日本,,
2017,ミュージックステーションスーパーライブ,小沢健二,,,"J-POP, [, 2, ], ポップス, [, 3, ], ジャズ, [, 3, ], ソウル, [, 3, ], R&B, [, 3, ], アンビエント, [, 3, ], 渋谷系, [, 2, ]",maleソロ,日本,,
2017,ミュージックステーションスーパーライブ,岡崎体育,,,音楽,maleソロ,日本,,
2017,ミュージックステーションスーパーライブ,嵐,,,"J-POP, ダンス, バンド",Group,Honolulu,,
2017,ミュージックステーションスーパーライブ,平井堅,,,音楽,maleソロ,日本,,
2017,ミュージックステーションスーパーライブ,星野源,,,音楽,ソロ,日本,"SAKEROCK, （2000年 - 2015年）, 河村""カースケ""智康, ハマ・オカモト, 長岡亮介, ほか",
2017,ミュージックステーションスーパーライブ,椎名林檎と松崎ナオ,,,J-POP,femaleソロ,Fukuoka,,
2017,ミュージックステーションスーパーライブ,欅坂46,,,J-POP,Group,日本,"Sony Music Entertainment, 秋元康, （プロデューサー）","現メンバー, を参照"
2017,ミュージックステーションスーパーライブ,福山雅治,,,"音楽, ラジオ",maleソロ,Nagasaki,"井上鑑, KOH, +",
2017,ミュージックステーションスーパーライブ,西野カナ,,,音楽,femaleソロ,日本,"GIORGIO 13 CANCEMI, DJ Mass MAD Izm*, 山口隆志",
2017,ミュージックステーションスーパーライブ,関ジャニ∞,,,"ロック, [, 1, ], ポップ・ロック, [, 2, ], J-POP, [, 2, ], 演歌, [, 2, ]",男性グループ,日本,,"横山裕, （, ボーカル, ・, パーカッション, ・, トランペット, ・, ギター, ）, 村上信五, （ボーカル・, キーボード, ）, 丸山隆平, （ボーカル・, ベース, ）, 安田章大, （メインボーカル・ギター）, 大倉忠義, （ボーカル・, ドラムス, ）"
2017,ミュージックステーションスーパーライブ,高橋優,,,音楽,ソロ,日本,"箭内道彦, [, 2, ], メガネツインズ",
2018,NHK紅白歌合戦,AKB48,11.0,恋するフォーチュンクッキー,J-POP,女性グループ,日本,"秋元康, （総合プロデューサー）, AKB48グループ","メンバー, を参照"
2018,NHK紅白歌合戦,Aqours,1.0,君のこころは輝いてるかい?,"J-POP, アニメソング, ゲームソング",女性グループ,日本,"畑亜貴, （作詞）","伊波杏樹, （, 高海千歌, 役）, 逢田梨香子, （, 桜内梨子, 役）, 諏訪ななか, （, 松浦果南, 役）, 小宮有紗, （, 黒澤ダイヤ, 役）, 斉藤朱夏, （, 渡辺曜, 役）, 小林愛香, （, 津島善子, 役）, 高槻かなこ, （, 国木田花丸, 役）, 鈴木愛奈, （, 小原鞠莉, 役）, 降幡愛, （, 黒澤ルビィ, 役）, [, 1, ]"
2018,NHK紅白歌合戦,DA PUMP,6.0,U.S.A.,"J-POP, [, 1, ], ダンス・ポップ, [, 1, ], ヒップホップ, [, 1, ]",Group,日本,"m.c.A・T, 今井大介, SASA, Shungo.","ISSA, YORI, TOMO, KIMI, U-YEAH, KENZO"
2018,NHK紅白歌合戦,DAOKO,1.0,打上花火,"J-POP, ヒップホップ, エレクトロ・ポップ, R&B, オルタナティヴ",femaleソロ,日本,QUBIT,
2018,NHK紅白歌合戦,EXILE,12.0,EXILE紅白スペシャル2018[• 15],"J-POP, [, 1, ], ダンス・ポップ, [, 1, ], R&B, [, 1, ], ヒップホップ, [, 2, ]",Group,日本,,"EXILE HIRO, 松本利夫, EXILE ÜSA, EXILE MAKIDAI, EXILE ATSUSHI, EXILE AKIRA, EXILE TAKAHIRO, 橘ケンチ, EXILE TETSUYA, EXILE NESMITH, EXILE SHOKICHI, EXILE NAOTO, 小林直己, 白濱亜嵐, 世界, 佐藤大樹"
2018,NHK紅白歌合戦,Hey! Say! JUMP,2.0,Ultra Music Power 〜Hey! Say! 紅白スペシャルver.〜,音楽,男性グループ,日本,,"Hey! Say! 7, 山田涼介, 知念侑李, 中島裕翔, Hey! Say! BEST, 有岡大貴, 髙木雄也, 伊野尾慧, 八乙女光, 薮宏太"
2018,NHK紅白歌合戦,Little Glee Monster,2.0,世界はあなたに笑いかけている,音楽,Group,日本,,"かれん（古賀かれん）, MAYU（吉田真悠）, アサヒ（小林あさひ）, ミカ（藤平美香）, 結海（永井結海）, miyou（カマラみゆアイダ）"
2018,NHK紅白歌合戦,MISIA,3.0,アイノカタチ 2018[• 21],"R&B, [, 1, ], J-POP, [, 1, ], ソウル, [, 1, ], ジャズ",ソロ,日本,"鷺巣詩郎, 黒田卓也, エリカ・バドゥ, マーカス・ミラー, など",
2018,NHK紅白歌合戦,Perfume,11.0,Future Pop 紅白SP[• 12][• 13],音楽,Group,日本,"中田ヤスタカ, MIKIKO","樫野有香, （かしゆか）, 西脇綾香, （あ〜ちゃん）, 大本彩乃, （のっち）"
2018,NHK紅白歌合戦,SEKAI NO OWARI,5.0,サザンカ,音楽,Group,日本,"CHRYSANTHEMUM BRIDGE, 小林武史","Nakajin, （, ギター, ）, Fukase, （, ボーカル, ）, Saori, （, ピアノ, ）, DJ LOVE, （, DJ, ）"
2018,NHK紅白歌合戦,Sexy Zone,6.0,カラクリだらけのテンダネス〜2018紅白ver.〜,J-POP,男性グループ,日本,,"佐藤勝利, 菊池風磨, 松島聡, 寺西拓人, 原嘉孝, 橋本将生, 猪俣周杜, 篠塚大輝"
2018,NHK紅白歌合戦,Suchmos,1.0,VOLT-AGE,"ロック, [, 1, ], [, 2, ], ジャズ, [, 1, ], ソウル, [, 2, ], アシッドジャズ, [, 2, ], ヒップホップ, [, 1, ], [, 2, ]",Group,日本,,"YONCE, （, ボーカル, ）, TAIKING, （, ギター, ）, TAIHEI（, キーボード, ）, Kaiki Ohara（, DJ, ）, OK（, ドラムス, ）, HSU, （, ベース, ）"
2018,NHK紅白歌合戦,Superfly,3.0,Gifts,"J-POP, [, 1, ], ロック, [, 2, ]",Group,日本,"蔦谷好位置, 多保孝一, 松岡モトキ","越智志帆, （, ボーカル, ）"
2018,NHK紅白歌合戦,TWICE,2.0,紅白メドレー2018[• 14],"J-POP, K-POP, R&B, エレクトロニック, ダンス",Group,Seoul,,
2018,NHK紅白歌合戦,aiko,13.0,カブトムシ,音楽,femaleソロ,日本,"島田昌典, OSTER project, トオミヨウ",
2018,NHK紅白歌合戦,あいみょん,1.0,マリーゴールド,音楽,femaleソロ,日本,,
2018,NHK紅白歌合戦,いきものがかり,10.0,じょいふる,"ポップ・ロック, [, 1, ], [, 2, ], J-POP, [, 3, ]",Group,日本,"本間昭光, 亀田誠治, 島田昌典, 江口亮","吉岡聖恵, （, ボーカル, ）, 水野良樹, （, ギター, ・, ピアノ, ）"
2018,NHK紅白歌合戦,ゆず,9.0,うたエール,"J-POP, アニメ, ロック",Group,Yokohama,,
2018,NHK紅白歌合戦,サザンオールスターズ,5.0,希望の轍,音楽,Group,日本,"高垣健, 新田一郎, 八木正生, 藤井丈司, 小林武史, 島健, 斎藤誠, 片山敦夫, 山本拓夫, 曽我淳一, 角谷仁宣, 金原千恵子, 包国充, 南谷成功, [, 8, ], 小倉博和, [, 9, ]","桑田佳祐, （, ボーカル, ・, ギター, ）, 関口和之, （, ベース, ）, 松田弘, （, ドラムス, ）, 原由子, （, キーボード, ・ボーカル）, 野沢秀行, （, パーカッション, ）"
2018,NHK紅白歌合戦,サザンオールスターズ,5.0,勝手にシンドバッド,音楽,Group,日本,"高垣健, 新田一郎, 八木正生, 藤井丈司, 小林武史, 島健, 斎藤誠, 片山敦夫, 山本拓夫, 曽我淳一, 角谷仁宣, 金原千恵子, 包国充, 南谷成功, [, 8, ], 小倉博和, [, 9, ]","桑田佳祐, （, ボーカル, ・, ギター, ）, 関口和之, （, ベース, ）, 松田弘, （, ドラムス, ）, 原由子, （, キーボード, ・ボーカル）, 野沢秀行, （, パーカッション, ）"
2018,NHK紅白歌合戦,三代目 J Soul Brothers,7.0,R.Y.U.S.E.I.,"J-POP, [, 1, ], EDM, [, 2, ]",Group,日本,HIRO,"NAOTO, 小林直己, ELLY, 山下健二郎, 岩田剛典, 今市隆二, ØMI"
